기관유형,대표 전화번호,보건기관명,상위기관명,시군구,시도,주소,홈페이지 주소
일반보건지소,063-320-8256,설천보건지소,무주군보건의료원,무주군,전북특별자치도,전라북도 무주군 설천면 무설로 1607 (설천면 행정복지센터) 설천보건지소,
일반보건지소,063-320-8266,안성보건지소,무주군보건의료원,무주군,전북특별자치도,전라북도 무주군 안성면 안성로 253 (안성보건지소) 안성보건지소,
일반보건지소,063-320-8264,적상보건지소,무주군보건의료원,무주군,전북특별자치도,전라북도 무주군 적상면 적상산로 51 (적상면행정복지센터) 적상보건지소,
일반보건지소,063-352-1114,계북보건지소,장수군보건의료원,장수군,전북특별자치도,전라북도 장수군 계북면 장무로 962-4 (계북면보건지소) 계북면 보건지소,
일반보건지소,063-353-4606,번암면건강증진형보건지소,장수군보건의료원,장수군,전북특별자치도,전라북도 장수군 번암면 신평로 319 번암면 건강증진형 보건지소,
일반보건지소,063-351-3700,산서보건지소,장수군보건의료원,장수군,전북특별자치도,전라북도 장수군 산서면 비행로 39-3 (산서면보건지소) 산서면 보건지소,
일반보건지소,063-352-1254,계남보건지소,장수군보건의료원,장수군,전북특별자치도,전라북도 장수군 계남면 장안산로 11 (계남면보건지소) 계남면 보건지소,
일반보건지소,063-352-0965,천천보건지소,장수군보건의료원,장수군,전북특별자치도,전라북도 장수군 천천면 송탄로 4 (천천면보건지소) 천천면 보건지소,
일반보건지소,063-640-3209,관촌보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 관촌면 사선1길 4 (관촌보건지소) 관촌보건지소,
일반보건지소,063-640-3208,삼계보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 삼계면 충효로 1284-8 (삼계보건지소) 삼계보건지소,
일반보건지소,063-640-3205,성수보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 성수면 월삼로 356 (성수보건소) 성수보건지소,
일반보건지소,063-640-3207,신덕보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 신덕면 수지로 102 (신덕보건지소) 신덕보건지소,
일반보건지소,063-640-3204,신평보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 신평면 석등슬치로 339 (신평보건지소) 신평보건지소,
일반보건지소,063-640-3206,오수보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 오수면 오수4길 9-3 (오수보건지소) 오수보건지소,
일반보건지소,063-640-3203,운암보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 운암면 임운로 1886 (운암보건지소) 운암보건지소,
일반보건지소,063-640-3210,임실군강진보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 강진면 호국로 47-1 (강진 보건지소) 강진보건지소,
일반보건지소,063-640-3211,임실군덕치보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 덕치면 인덕로 1400 덕치보건지소,
일반보건지소,063-640-3212,지사보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 지사면 충효로 2451-5 (지사 보건지소) 지사보건지소,
일반보건지소,063-640-3202,청웅보건지소,임실군보건의료원,임실군,전북특별자치도,전라북도 임실군 청웅면 청웅로 143 (청웅보건지소) 청웅보건지소,
일반보건지소,063-650-5594,구림면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 구림면 방화로 7 (구림면보건지소) 구림보건지소,
일반보건지소,063-650-5577,금과면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 금과면 매우1길 15 (금과면보건지소) 금과보건지소,
일반보건지소,063-650-5567,동계면보건지소,순창군보건의료원,순창군,전북특별자치도,"전북특별자치도 순창군 동계면 동계1길 15, 동계보건지소 (동계주민종합복지센터) 동계보건지소",
일반보건지소,063-650-5585,복흥면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 복흥면 추령로 1141 (복흥보건지소) 복흥보건지소,
일반보건지소,063-650-5591,쌍치면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 쌍치면 삽실길 9 (쌍치보건지소) 쌍치보건지소,
일반보건지소,063-650-5573,유등면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 유등면 유등로 395 (유등면보건지소) 유등보건지소,
일반보건지소,063-650-5564,인계면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 인계면 인덕로 243 (인계보건지소) 인계보건지소,
일반보건지소,063-650-5571,적성면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 적성면 적성로 116 (적성보건지소) 적성보건지소,
일반보건지소,063-650-5581,팔덕면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 팔덕면 강천로 350 (팔덕보건지소) 팔덕보건지소,
일반보건지소,063-650-5575,풍산면보건지소,순창군보건의료원,순창군,전북특별자치도,전북특별자치도 순창군 풍산면 금풍로 1006-2 (풍산면보건지소) 풍산보건지소,
일반보건지소,063-560-8168,고수면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 고수면 고인돌대로 1408-5 (고수면보건지소) 0,
일반보건지소,063-560-8258,공음면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 공음면 공음길 89 (공음면보건지소) 0,
일반보건지소,063-560-8378,대산면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 대산면 공음대산로 936-9 (보건진료소) 대산면보건지소,
일반보건지소,063-560-8228,무장면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 무장면 청보리로 1544 0,
일반보건지소,063-560-8528,부안면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 부안면 난산1길 17 (부안면보건지소) 0,
일반보건지소,063-560-8468,성내면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 성내면 시기1길 43 (성내면보건지소) 0,
일반보건지소,063-560-8348,성송면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 성송면 대성로 763-4 (성송면보건지소) 0,
일반보건지소,063-560-8498,신림면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 신림면 임리1길 9 (신림면보건지소) 0,
일반보건지소,063-560-8408,심원면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 심원면 심원로 209 (심원면보건지소) 0,
일반보건지소,063-560-8197,아산면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 아산면 녹두로 763 (아산면 보건지소) 0,
통합보건지소,063-560-8318,해리통합보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 해리면 해리중앙로 174 (해리통합보건지소) 0,
일반보건지소,063-560-8438,흥덕면보건지소,고창군보건소,고창군,전북특별자치도,전라북도 고창군 흥덕면 흥덕초등길 16 (흥덕면보건지소) 0,
일반보건지소,063-560-8803,상하면보건지소,고창군보건소,고창군,전북특별자치도,전북특별자치도 고창군 상하면 명동2길 12 (보건지소) 상하보건지소,
일반보건지소,063-582-9943,동진보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 동진면 동진로 93 (동진보건소) 동진보건지소,
일반보건지소,063-582-2972,백산보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 백산면 백산로 335 백산보건지소,
일반보건지소,063-582-8143,변산보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 변산면 지서로 77-2 (변산면 보건지소) 변산보건지소,
일반보건지소,063-583-9490,보안보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 보안면 영전길 19-19 (보안보건지소) 보안보건지소,
일반보건지소,063-583-2237,부안군계화보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 계화면 간재로 405 (계화면사무소) 계화보건지소,
일반보건지소,063-582-5576,부안군상서보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 상서면 부안로 2003 상서보건지소,
일반보건지소,063-584-6238,위도보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 위도면 벌금잔등로 42 (위도면보건소) 위도보건지소,
일반보건지소,063-582-6724,주산보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 주산면 선돌로 362 (주산보건지소) 주산보건지소,
일반보건지소,063-583-9493,줄포보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 줄포면 줄포4길 4 (줄포보건지소) 줄포보건지소,
일반보건지소,063-582-7206,진서보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 진서면 곰소8길 16 (진서보건지소) 진서보건지소,
일반보건지소,063-583-5075,하서보건지소,부안군보건소,부안군,전북특별자치도,전라북도 부안군 하서면 하서길 55 (하서보건지소) 하서보건지소,
일반보건지소,061-285-9831,하당보건지소,목포시보건소,목포시,전라남도,"전라남도 목포시 석현로 48 (석현동, 하당보건지소) 하당보건지소",
일반보건지소,061-659-1036,돌산보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 돌산읍 방답길 55 (돌산 보건 지소) 돌산보건지소,
일반보건지소,061-659-1284,삼산보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 삼산면 거문길 122 (보건지소) 삼산보건지소,
일반보건지소,061-659-1788,상암보건지소,여수시보건소,여수시,전라남도,"전라남도 여수시 상암3길 9 (상암동, 상암보건지소) 1층",
일반보건지소,061-659-1751,여수시개도보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 화정면 개도화산1길 8 (개도보건지소) 1층,
일반보건지소,061-659-1217,여수시남면보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 남면 금오로 858 (남면보건지소) 1층,
일반보건지소,061-659-1723,연도보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 남면 연도서부안길 17 (연도보건지소) 1층,
일반보건지소,061-659-5278,우두보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 돌산읍 강남로 32 (돌산읍우두출장소) 1층,
일반보건지소,061-659-4354,여수시보건소중부보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 여서동5길 21-1 (여서동) 중부보건지소,
일반보건지소,061-659-1775,초도보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 삼산면 대동길 78 (초도보건소) 1층,
일반보건지소,061-659-1174,화양보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 화양면 화양로 1436-9 (화양 보건지소) 1층,
일반보건지소,061-659-1251,화정보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 화정면 백야해안길 40 (화정보건지소) 1층,
일반보건지소,061-659-4357,동부도시보건지소,여수시보건소,여수시,전라남도,전라남도 여수시 동문로 99 (공화동) 동부도시보건지소,
일반보건지소,061-749-6033,별량보건지소,순천시보건소,순천시,전라남도,전라남도 순천시 별량면 별량장길 27 별량보건지소,
일반보건지소,061-749-6037,상사보건지소,순천시보건소,순천시,전라남도,전라남도 순천시 상사면 상사초등길 36 (보건지소) 상사보건지소,
일반보건지소,061-749-6022,송광보건지소,순천시보건소,순천시,전라남도,전라남도 순천시 송광면 쌍향수길 1338 상사보건지소,
일반보건지소,061-749-6030,낙안보건지소,순천시보건소,순천시,전라남도,"전라남도 순천시 낙안면 민속마을길 1690 (낙안면사무소, 낙안면보건지소) 낙안보건지소",
일반보건지소,061-749-6014,승주보건지소,순천시보건소,순천시,전라남도,전라남도 순천시 승주읍 승주로 694 (승주보건지소) 승주보건지소,
일반보건지소,061-749-6027,외서보건지소,순천시보건소,순천시,전라남도,"전라남도 순천시 외서면 쌍향수길 440, 창고 (외서면사무소, 보건지소, 의용소방대) 외서보건지소",
일반보건지소,061-749-6043,월등보건지소,순천시보건소,순천시,전라남도,전라남도 순천시 월등면 월등로 571 (월등면사무소) 월등보건지소,
일반보건지소,061-749-6018,주암보건지소,순천시보건소,순천시,전라남도,"전라남도 순천시 주암면 동주로 2086, 복지회관 (주암보건지소) 주암보건지소",
일반보건지소,061-749-6039,황전보건지소,순천시보건소,순천시,전라남도,전라남도 순천시 황전면 백야중길 12 황전보건지소,
일반보건지소,061-339-4167,금천보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 금천면 금영로 934 (금천면사무소) 금천보건지소,
일반보건지소,061-339-4132,나주시공산보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 공산면 공산로 113-2 공산보건지소,
일반보건지소,061-339-4188,나주시봉황보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 봉황면 죽석길 1 (나주시보건소봉황면보건지소) 봉황보건지소,
일반보건지소,061-339-4160,노안보건지소,나주시보건소,나주시,전라남도,"전라남도 나주시 노안면 금산로 14, 노안보건지소 (노안면사무소) 노안보건지소",
일반보건지소,061-339-4181,다도보건지소,나주시보건소,나주시,전라남도,"전라남도 나주시 다도면 다도로 759, 나주시보건소다도지소 (다도면사무소) 다도보건지소",
일반보건지소,061-339-4146,다시보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 다시면 다시로 175-24 (다시면사무소) 다도보건지소,
일반보건지소,061-339-4139,동강보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 동강면 인동길 28 (동강면사무소) 동강보건지소,
일반보건지소,061-339-4153,문평보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 문평면 체암로 289 (나주시보건소문평보건지소) 문평보건지소,
일반보건지소,061-339-4125,반남보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 반남면 고분로 594-7 (나주시보건소반남면보건지소) 반남보건지소,
일반보건지소,061-339-4174,산포보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 산포면 산포로 468-15 (산포면사무소) 산포보건지소,
일반보건지소,061-339-4111,세지보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 세지면 동창로 130-11 (세지보건복지센터) 세지보건지소,
일반보건지소,061-339-4120,왕곡보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 왕곡면 터진목길 10 (왕곡면사무소) 왕곡보건지소,
일반보건지소,061-339-2120,중부보건지소,나주시보건소,나주시,전라남도,"전라남도 나주시 금성관길 9 (금계동, 금남동행정복지센터) 중부보건지소",
일반보건지소,061-339-4109,남평보건지소,나주시보건소,나주시,전라남도,전라남도 나주시 남평읍 남평2로 42-7 (남평읍사무소) 남평보건실,
일반보건지소,061-797-4085,다압보건지소,광양시보건소,광양시,전라남도,전라남도 광양시 다압면 섬진강매화로 2147 (다압면보건지소) 다압보건지소,
일반보건지소,061-797-4080,봉강보건지소,광양시보건소,광양시,전라남도,전라남도 광양시 봉강면 비봉길 1 (봉강보건지소) 봉강보건지소,
일반보건지소,061-797-4795,옥곡보건지소,광양시보건소,광양시,전라남도,전라남도 광양시 옥곡면 옥진로 658 (옥곡보건지소) 옥곡보건지소,
일반보건지소,061-797-4081,옥룡보건지소,광양시보건소,광양시,전라남도,전라남도 광양시 옥룡면 신재로 615 (옥룡보건지소) 옥룡보건지소,
통합보건지소,061-797-4063,중마통합보건지소,광양시보건소,광양시,전라남도,"전라남도 광양시 중동로 42 (중동, 중마보건지소) 중마보건지소",
일반보건지소,061-797-4083,진상보건지소,광양시보건소,광양시,전라남도,전라남도 광양시 진상면 신시길 232 진상보건지소,
일반보건지소,061-797-4084,진월보건지소,광양시보건소,광양시,전라남도,전라남도 광양시 진월면 선소중앙길 32 (진월보건지소) 진월보건지소,
일반보건지소,061-797-4824,도시보건지소,광양시보건소,광양시,전라남도,"전라남도 광양시 담안2길 16-15 (태인동, 태인동 종합복지센터) 도시보건과",
일반보건지소,061-380-3632,금성보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 금성면 석현길 10-7 금성보건지소,
일반보건지소,061-380-3611,가사문학보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 가사문학면 가사문학로 1143-17 (가사문학면보건지소) 가사문학보건지소,
일반보건지소,061-380-3607,고서보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 고서면 원등1길 11 고서보건지소,
일반보건지소,061-380-3601,봉산보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 봉산면 신학길 8 (봉산면 보건지소) 봉산보건지소,
일반보건지소,061-380-3621,대덕보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 대덕면 창평현로 903 대덕보건지소,
일반보건지소,061-380-3667,대전보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 대전면 대치8길 21-5 대전보건지소,
일반보건지소,061-380-3630,무정보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 무정면 술지2길 20-10 (무정보건지소)  무정보건지소,
일반보건지소,061-380-3649,수북보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 수북면 추성1로 705  수북보건지소,
일반보건지소,061-380-3636,용면보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 용면 추월산로 369  용면보건지소,
일반보건지소,061-380-3643,월산보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 월산면 도개길 15-36 (월산 보건지소)  월산보건지소,
일반보건지소,061-380-3618,창평보건지소,담양군보건소,담양군,전라남도,전라남도 담양군 창평면 의병로 118  창평보건지소,
일반보건지소,061-360-7391,고달보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 고달면 목동1길 16 고달보건지소,
일반보건지소,061-360-7991,입면보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 입면 금산택촌길 6 입면보건지소,
일반보건지소,061-360-7591,목사동보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 목사동면 평리고두길 58 목사동보건지소,
일반보건지소,061-360-7391,삼기보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 삼기면 원등1길 65 삼기보건지소,
일반보건지소,061-360-7491,석곡보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 석곡면 석곡로 79 석곡보건지소,
일반보건지소,061-360-7291,오곡보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 오곡면 기차마을로 120 오곡보건지소,
통합보건지소,061-360-7891,옥과통합보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 옥과면 리문6길 25 옥과통합보건지소,
일반보건지소,061-360-7691,죽곡보건지소,곡성군보건의료원,곡성군,전라남도,전라남도 곡성군 죽곡면 오죽로 5 죽곡보건지소,
일반보건지소,061-780-8495,광의보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 용방면 하용길 5 광의보건지소,
일반보건지소,061-780-8345,구례군간전보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 간전면 안음길 3 (간전보건소) 간전보건지소,
일반보건지소,061-780-8445,마산보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 마산면 화엄사로 159 (마산면보건소) 마산보건지소,
일반보건지소,061-780-8299,문척보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 문척면 수달생태로 281 문척보건지소,
일반보건지소,061-780-8594,산동보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 산동면 원촌1길 13-5 (산동보건소) 산동보건지소,
일반보건지소,061-780-8546,용방보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 용방면 하용길 5 용방보건지소,
일반보건지소,061-780-8395,토지보건지소,구례군보건의료원,구례군,전라남도,전라남도 구례군 토지면 섬진강대로 5039 (토지보건지소) 토지보건지소,
일반보건지소,061-830-6664,고흥군과역보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 과역면 송학큰길 52-1 (과역보건지소) 과역보건지소,
일반보건지소,061-830-6666,동강보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 동강면 동강중촌길 22-3 동강보건지소,
일반보건지소,061-830-6657,금산보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 금산면 거금중앙길 86-4 금산보건지소,
일반보건지소,061-830-6665,남양보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 남양면 남양로 26 (남양보건지소) 남양보건지소,
일반보건지소,061-830-6667,대서보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 대서면 봉두로 579 대서보건지소,
일반보건지소,061-830-6656,도덕보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 도덕면 고흥로 491 (도덕보건지소) 도덕보건지소,
일반보건지소,061-830-6745,도양보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 도양읍 녹동남촌2길 14 (도양읍사무소) 도양보건지소,
일반보건지소,061-830-6658,도화보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 도화면 도화로 502 (도화면 보건지소) 도화보건지소,
일반보건지소,061-830-6661,동일보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 동일면 양화길 10 (동일보건소) 동일보건지소,
일반보건지소,061-830-6668,두원보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 두원면 두원로 480-1 두원중앙보건지소,
일반보건지소,061-830-6775,봉래보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 봉래면 축정1길 16 (봉래보건지소) 봉래보건지소,
일반보건지소,061-830-6663,영남보건지소,고흥군보건소,고흥군,전라남도,"전라남도 고흥군 영남면 해맞이로 10, 가동 (영남면사무소) 영남보건지소",
일반보건지소,061-830-6662,점암보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 점암면 점암학교길 28 점암보건지소,
일반보건지소,061-830-6659,포두보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 포두면 우주로 597 (포두면사무소) 포두보건지소,
일반보건지소,061-830-6655,풍양보건지소,고흥군보건소,고흥군,전라남도,전라남도 고흥군 풍양면 죽시장터길 3 풍양보건지소,
일반보건지소,061-850-8561,노동보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 노동면 화전길 37 노동보건지소,
일반보건지소,061-850-8600,문덕보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 문덕면 장운길 40 문덕보건지소,
일반보건지소,061-850-8572,겸백보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 겸백면 충의로 2476 겸백보건지소,
일반보건지소,061-850-8624,득량보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 득량면 역전길 13 득량보건지소,
일반보건지소,061-850-8590,복내보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 복내면 개기로 1188 ;,
일반보건지소,061-850-8643,웅치보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 웅치면 일림로 987 ;,
일반보건지소,061-850-8583,율어보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 율어면 율어로 562 ;,
일반보건지소,061-850-8614,조성보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 조성면 조성로 119 ;,
일반보건지소,061-850-8630,회천보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 회천면 남부관광로 2295 ;,
일반보건지소,061-850-8551,벌교보건지소,보성군보건소,보성군,전라남도,전라남도 보성군 벌교읍 채동선로 293 ;,
일반보건지소,061-379-5236,능주보건지소,화순군보건소,화순군,전라남도,"전라남도 화순군 능주면 관동길 7, 보건지소 (능주보건지소,복지회관) 능주보건지소",
일반보건지소,061-379-5237,도곡보건지소,화순군보건소,화순군,전라남도,"전라남도 화순군 도곡면 효자2길 71, 보건지소 (도곡면복지회관) 도곡보건지소",
일반보건지소,061-379-5238,도암보건지소,화순군보건소,화순군,전라남도,"전라남도 화순군 도암면 천태로 417, 복지회관 (도암면 보건지소 및 복지회관) 도암보건지소",
일반보건지소,061-379-5243,동면보건지소,화순군보건소,화순군,전라남도,"전라남도 화순군 동면 충의로 745, 보건지소 (동면보건지소,건강센터) 동면보건지소",
일반보건지소,061-379-5241,동복보건지소,화순군보건소,화순군,전라남도,전라남도 화순군 동복면 오지호로 276 (동복보건지소) 동복보건지소,
일반보건지소,061-379-5240,백아보건지소,화순군보건소,화순군,전라남도,전라남도 화순군 백아면 학천길 10 (백아면보건지소) 백아보건지소,
일반보건지소,061-379-5239,이서보건지소,화순군보건소,화순군,전라남도,"전라남도 화순군 이서면 적벽로 845, 보건지소 (이서면행정복지센터(이서면사무소)) 이서보건지소",
일반보건지소,061-379-5235,이양보건지소,화순군보건소,화순군,전라남도,전라남도 화순군 이양면 이양로 93 (이양보건지소) 이양보건지소,
일반보건지소,061-379-5234,청풍보건지소,화순군보건소,화순군,전라남도,"전라남도 화순군 청풍면 평지촌길 40, 청풍보건지소 (청풍면사무소) 청풍보건지소",
일반보건지소,061-379-5233,춘양보건지소,화순군보건소,화순군,전라남도,전라남도 화순군 춘양면 강변길 17-1 (춘양면복지회관) 춘양보건지소,
일반보건지소,061-379-5351,한천보건지소,화순군보건소,화순군,전라남도,전라남도 화순군 한천면 죽헌로 271 (한천보건지소) 한천보건지소,
일반보건지소,061-379-5242,사평보건지소,화순군보건소,화순군,전라남도,전라남도 화순군 사평면 사호로 228 (사평면보건지소) 사평보건지소,
일반보건지소,061-860-8923,대덕보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 대덕읍 거정안길 10 (대덕읍보건지소) 대덕보건지소,
일반보건지소,061-860-8973,부산보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 부산면 부유로 31 (보건소) 부산보건지소,
통합보건지소,061-860-8953,북부통합보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 장평면 장평중앙길 29 (북부통합보건지소) 북부,
일반보건지소,061-860-8936,용산보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 용산면 장흥대로 2476 (용산보건소) 용산,
일반보건지소,061-860-8963,유치보건지소,장흥군보건소,장흥군,전라남도,"전라남도 장흥군 유치면 유치로 22, 유치면사무소 (유치면농어민상단소, 유치면사무소) 유치",
일반보건지소,061-860-8917,관산보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 관산읍 관산우회로 99 (관산보건지소) 관산,
일반보건지소,061-860-2343,안양보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 안양면 남부관광로 728 (안양보건소) 안양보건지소,
일반보건지소,061-860-8983,회진보건지소,장흥군보건소,장흥군,전라남도,전라남도 장흥군 회진면 가학회진로 1574 회진,
일반보건지소,061-430-5801,군동보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 군동면 진흥로 324-9 (군동복지회관) 군동보건지소,
일반보건지소,061-430-5842,도암보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 도암면 도암중앙로 59 도암보건지소,
일반보건지소,061-430-5823,대구보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 대구면 수동길 2 (대구보건지소) 대구보건지소,
일반보건지소,061-430-5833,마량보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 마량면 마량4길 1 (마량보건진료소) 마량보건지소,
일반보건지소,061-430-5882,병영보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 병영면 성남하고길 20 (병영보건지소) 병영보건지소,
일반보건지소,061-430-5853,성전보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 성전면 예향로 12-11 성전보건지소,
일반보건지소,061-430-5853,신전보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 신전면 신전중앙길 15-5 (신전면복지회관) 신전보건지소,
일반보건지소,061-430-5891,옴천보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 옴천면 개산중앙길 11-12 (옴천보건지소) 옴천보건지소,
일반보건지소,061-430-5872,작천보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 작천면 평리3길 20 (작천보건소) 작천보건지소,
일반보건지소,061-430-5812,칠량보건지소,강진군보건소,강진군,전라남도,전라남도 강진군 칠량면 칠량로 74 (칠량보건지소) 칠량보건지소,
일반보건지소,061-531-4242,마산면보건지소,해남군보건소,해남군,전라남도,전라남도 해남군 마산면 마산로 445 (마산면사무소) 마산면보건지소,
일반보건지소,061-531-4256,문내면보건지소,해남군보건소,해남군,전라남도,전라남도 해남군 문내면 우수영안길 27-7 문내면보건지소,
일반보건지소,061-531-4227,북일면보건지소,해남군보건소,해남군,전라남도,전라남도 해남군 북일면 장고봉로 11 (북일면보건지소) 북일면보건지소,
일반보건지소,061-531-4222,북평면보건지소,해남군보건소,해남군,전라남도,"전라남도 해남군 북평면 달량진길 10, 제1호 (북평면 보건지소) 북평면보건지소",
